road_km_per_km2,lamps_per_road_km,venue_density,transit_density,police_density,city,street_crime_rate,population_lakhs,assault_share,kidnap_share,pop_density_lakh_per_km2
8.757358435263855,0.0,1.1406104254919167,0.4420970641441537,0.0,Vasai Virar,135.96491228070175,5.7,0.2141057934508816,0.3115029387069689,0.0503990653124335
19.276315489744707,0.0036695565758247,7.39186291249025,1.8214399042739131,0.0884194128288307,Jaipur,133.58620689655172,14.5,0.1890495867768595,0.1632231404958677,0.1282081486018045
18.03589584562852,0.0,2.926682564634297,0.0795774715459476,0.0265258238486492,Jodhpur,118.33333333333331,5.4,0.2691717791411043,0.1150306748466257,0.0477464829275686
18.556472075968987,0.0,1.2201878970378643,0.0265258238486492,0.008841941282883,Kota,106.80851063829788,4.7,0.1949317738791423,0.1705653021442495,0.0415571240295504
18.46809311868201,0.0,0.9195618934198396,0.0530516476972984,0.0176838825657661,Faridabad,106.46153846153848,6.5,0.0933988764044943,0.2408707865168539,0.0574726183387399
14.89509057021453,0.0492700009456018,12.502504973996668,0.9726135411171382,0.0530516476972984,Vijayawada,102.97297297297295,7.4,0.1733453399369653,0.0072039621791985,0.0654303654933347
19.289002762582065,0.0004583928672577,5.632316597196518,0.3448357100324399,0.1768388256576614,Bhopal,101.88888888888889,9.0,0.1060445387062566,0.2619300106044538,0.0795774715459476
14.321569768316838,0.0018521589656555,1.1229265429261506,0.0353677651315323,0.008841941282883,Gwalior,101.5686274509804,5.1,0.1622088006902502,0.1475409836065573,0.0450939005427036
28.299768915188395,0.0015621931948245,15.782865189946287,0.7692488916108274,0.0884194128288307,Indore,100.76923076923076,10.4,0.1599791558103178,0.2694111516414799,0.0919561893419839
18.04876851878437,0.0009797833324396,2.484585500490144,0.3978873577297384,0.0353677651315323,Aurangabad,97.5438596491228,5.7,0.3162743091095189,0.1862845445240532,0.0503990653124335
19.41388741543758,0.2978604683988888,33.58169299238992,6.657981786010955,0.4332551228612706,Delhi City,94.72295514511872,75.8,0.1339967080652401,0.2956755947927577,0.670219149242537
19.56457725396705,0.0338952172391952,3.7136153388108912,0.4067292990126214,0.1768388256576614,Lucknow,84.78260869565217,13.8,0.1026878015161957,0.2439696760854583,0.1220187897037864
16.20273610493143,0.0,6.790610905254201,0.1503130018090122,0.1149452366774799,Patna,83.54166666666667,9.6,0.059380378657487,0.5886402753872634,0.0848826363156775
14.892754220320183,0.0,0.362519592598206,0.0442097064144153,0.008841941282883,Jabalpur,79.83333333333333,6.0,0.1718170580964153,0.2855377008652657,0.0530516476972984
26.7492425379122,0.0,6.7994528465370845,0.4244131815783876,0.1768388256576614,Nagpur,77.45901639344262,12.2,0.2384318766066838,0.2744215938303342,0.1078716836511735
18.835977325544256,0.0009388354137475,3.916979988317202,0.1591549430918953,0.0530516476972984,Raipur,75.37037037037037,5.4,0.1062322946175637,0.311614730878187,0.0477464829275686
16.066108103842943,0.0,1.5561816657874212,0.1503130018090122,0.0353677651315323,Nasik,61.48648648648648,7.4,0.2022792022792023,0.3219373219373219,0.0654303654933347
17.801818255331163,0.0,2.979734212331596,0.247574355920726,0.0353677651315323,Chandigarh City,60.434782608695656,4.6,0.1078167115902965,0.353099730458221,0.0406729299012621
16.61216488048605,0.0250160796792757,19.416903057211236,3.0769955664433097,0.2652582384864922,Pune,59.4560669456067,23.9,0.2305882352941176,0.2211764705882353,0.2113223966609054
13.354809784033156,0.0,0.2033646495063107,0.0353677651315323,0.008841941282883,Durg-Bhilainagar,59.42307692307692,5.2,0.1369047619047619,0.3075396825396825,0.0459780946709919
30.935424440334717,0.7791434051156167,85.5192560880451,10.35391324225608,0.362519592598206,Bengaluru,53.22660098522167,40.6,0.2388090349075975,0.1572895277207392,0.3589828160850528
13.963923819035612,0.0924470402467494,5.632316597196518,0.9902974236829044,0.0795774715459476,Kollam,51.72413793103448,5.8,0.3451202263083451,0.0056577086280056,0.0512832594407218
18.28315876042566,0.0391725113421732,16.446010786162518,4.91611935328299,0.1856807669405445,Thiruvananthapuram,50.91954022988506,8.7,0.4368421052631579,0.0157894736842105,0.0769248891610827
20.58605413694089,0.0038656010042812,1.7330204914450826,0.1591549430918953,0.0442097064144153,Kanpur,50.223880597014926,13.4,0.1559633027522936,0.1274746499275712,0.1184820131906332
15.752589195768149,0.005613008231852,21.760017497175248,6.145149191603736,0.1856807669405445,Mumbai,44.97652582159624,85.2,0.2775103734439834,0.1936929460580913,0.753333397301638
12.70305678750028,0.0,10.03560335607229,0.3271518274666737,0.238732414637843,Srinagar,43.5,6.0,0.4711779448621553,0.1578947368421052,0.0530516476972984
8.374477583630151,0.0432886217651157,13.218702217910195,1.2290298383207474,0.0442097064144153,Vishakhapatnam,42.44186046511628,8.6,0.2698094282848545,0.0070210631895687,0.0760406950327944
8.067695461093216,0.0482226204897101,26.994446736642026,4.659703056079381,0.1149452366774799,Kochi,41.48148148148148,10.8,0.3780332056194125,0.0127713920817369,0.0954929658551372
15.028064620732184,0.0011767238837508,6.6756656685767215,0.2298904733549599,0.0530516476972984,Prayagraj,39.82142857142858,5.6,0.1595925297113752,0.1460101867572156,0.0495148711841452
18.46158160720208,0.0,5.358216417427143,0.1503130018090122,0.0795774715459476,Varanasi,38.507462686567166,6.7,0.0911764705882352,0.2147058823529411,0.0592410065953166
30.49238363365865,0.08293202779048,12.033882086003864,1.6003913722018366,0.247574355920726,Hyderabad,36.72872340425532,37.6,0.1964939822082679,0.0714285714285714,0.3324569922364036
14.545153171787458,0.0012157921169277,14.049844698501206,1.441236429109941,0.1414710605261292,Thrissur,32.244897959183675,9.8,0.2488372093023255,0.0104651162790697,0.0866510245722541
20.94617426708183,0.0,2.245853085852301,0.1326291192432461,0.0265258238486492,Amritsar,30.363636363636363,5.5,0.1209150326797385,0.3431372549019608,0.0486306770558569
18.76345454969272,0.0,2.758685680259519,0.0442097064144153,0.0618935889801815,Ranchi,29.259259259259256,5.4,0.0851648351648351,0.0439560439560439,0.0477464829275686
7.207182875236839,0.0,0.0176838825657661,0.0442097064144153,0.0,Ghaziabad,23.454545454545453,11.0,0.161504424778761,0.0320796460176991,0.0972613541117138
